,character,actress/actor,gender,title_of_movie,genre1,genre2,genre3,release_date,budget,voting,original_language
5912,Girl Hostage,Julia Maraval,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5913,Tourist in Nice,Laurent Spielvogel,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5914,Fishmonger (scenes deleted),Ron Jeremy,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5915,Waiter in Nice,Steve Suissa,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5916,Woman Hostage,Katia Tchenko,1.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5917,Little Screaming Girl,Dyna Gauzy,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5918,Little Girl,Lilly-Fleur Pointeaux,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5919,Russian Interpreter,Dimitri Rafalsky,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5920,Ice Rink Security Guard,Gérard Touratier,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5921,Armed Police Officer,Christophe Maratier,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5922,CRS Captain,Pierre Forest,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5923,R.J. MacReady,Kurt Russell,2.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5924,Childs,Keith David,2.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5925,Dr. Blair,Wilford Brimley,2.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5926,Garry,Donald Moffat,2.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5927,Dr. Copper,Richard Dysart,2.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5928,Norris,Charles Hallahan,2.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5929,Nauls,T. K. Carter,2.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5930,Palmer,David Clennon,2.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5931,Bennings,Peter Maloney,2.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5932,Clark,Richard Masur,2.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5933,Fuchs,Joel Polis,2.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5934,Windows,Thomas G. Waites,0.0,The Thing,Horror,Mystery,Science Fiction,1982-06-25,15000000.0,7.8,en
5935,Edward Scissorhands,Johnny Depp,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5936,Kim Boggs,Winona Ryder,1.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5937,Peg,Dianne Wiest,1.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5938,Bill,Alan Arkin,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5939,Jim,Anthony Michael Hall,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5940,The Inventor,Vincent Price,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5941,Joyce,Kathy Baker,1.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5942,Kevin,Robert Oliveri,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5943,Helen,Conchata Ferrell,1.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5944,Marge,Caroline Aaron,1.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5945,Officer Allen,Dick Anthony Williams,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5946,Esmeralda,O-Lan Jones,1.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5947,Tinka,Susan Blommaert,1.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5948,Cissy,Linda Perri,0.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5949,Host TV,John Davidson,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5950,George,Biff Yeager,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5951,Blonde / TV,Donna Pieroni,1.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5952,Loan Officer,Alan Fudge,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5953,Reporter,Brett Rice,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5954,Reporter,Marc Macaulay,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5955,Retired Man,Stuart Lancaster,0.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5956,Dishwasher Man,Steven Brill,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5957,Granddaughter,Gina Gallagher,0.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5958,Psychologist,Aaron Lustig,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5959,Editor,Peter Palmer,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5960,Neighborhood Extra,Kathy Lockwood,0.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5961,Neighborhood Extra (uncredited),Nick Carter,2.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5962,Van Friend (uncredited),Tim Rerucha,0.0,Edward Scissorhands,Fantasy,Drama,Romance,1990-12-05,20000000.0,7.5,en
5963,Z-4195 aka Z (voice),Woody Allen,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5964,Chip (voice),Dan Aykroyd,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5965,Queen (voice),Anne Bancroft,1.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5966,Barbatus (voice),Danny Glover,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5967,General Mandible (voice),Gene Hackman,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5968,Muffy (voice),Jane Curtin,1.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5969,Azteca (voice),Jennifer Lopez,1.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5970,Grebs / Drunk Scout / Additional Voices (voice),John Mahoney,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5971,Psychologist (voice),Paul Mazursky,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5972,Foreman (voice),Grant Shaud,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5973,Weaver (voice),Sylvester Stallone,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5974,Princess Bala (voice),Sharon Stone,1.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5975,Colonel Cutter (voice),Christopher Walken,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5976,Additional Voices (voice),Jim Cummings,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5977,Additional Voices (voice),April Winchell,0.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5978,Additional Voices (voice),Eric Darnell,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5979,"Additional Voices (voice, uncredited)",Gary Schwartz,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5980,Bartender (voice),Jerry Sroka,2.0,Antz,Adventure,Animation,Comedy,1998-10-02,60000000.0,6.0,en
5981,Norman,David Arkin,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5982,Lady Pearl,Barbara Baxley,1.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5983,Delbert Reese,Ned Beatty,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5984,Connie White,Karen Black,1.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5985,Barbara Jean,Ronee Blakley,1.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5986,Tommy Brown,Timothy Brown,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5987,Tom Frank,Keith Carradine,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5988,Opal,Geraldine Chaplin,1.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5989,Wade Cooley,Robert DoQui,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5990,"Marthe aka ""L. A. Joan""",Shelley Duvall,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5991,Barnett,Allen Garfield,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5992,Haven Hamilton,Henry Gibson,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5993,Pfc. Glenn Kelly,Scott Glenn,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5994,Tricycle Man,Jeff Goldblum,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5995,Albuquerque,Barbara Harris,1.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5996,Kenny Fraiser,David Hayward,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5997,John Triplette,Michael Murphy,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5998,Bill,Allan F. Nicholls,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
5999,Bud Hamilton,Dave Peel,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6000,Mary,Cristina Raines,1.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6001,Star,Bert Remsen,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6002,Linnea Reese,Lily Tomlin,1.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6003,Sueleen Gay,Gwen Welles,1.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6004,Mr. Green,Keenan Wynn,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6005,Jimmy Reese,James Dan Calvert,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6006,Donna Reese,Donna Denton,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6007,Trout,Merle Kilgore,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6008,Jewel,Carol McGinnis,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6009,Smokey Mountain Laurel,Sheila Bailey,1.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6010,Smokey Mountain Laurel,Patti Bryant,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6011,Frog,Richard Baskin,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6012,Himself,Jonnie Barnett,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6013,Himself,Vassar Clements,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6014,Herself,Sue Barton,0.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6015,Himself,Elliott Gould,2.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6016,Herself,Julie Christie,1.0,Nashville,Drama,Music,,1975-06-11,2200000.0,7.2,en
6017,Dr. Frederick Treves,Anthony Hopkins,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6018,John Merrick,John Hurt,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6019,Mrs. Kendal,Anne Bancroft,1.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6020,Carr Gomm,John Gielgud,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6021,Mothershead,Wendy Hiller,1.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6022,Bytes,Freddie Jones,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6023,Night Porter,Michael Elphick,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6024,Dr. Fox,John Standing,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6025,Merrick's Mother,Phoebe Nicholls,1.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6026,Plumed Dwarf,Kenny Baker,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6027,Princess Alex,Helen Ryan,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6028,Fox,John Standing,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6029,Bytes' Boy,Dexter Fletcher,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6030,Nora,Lesley Dunlop,1.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6031,Fairground Bobby,Pat Gorman,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6032,Fat lady,Claire Davenport,1.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6033,Skeleton Man,Orla Pederson,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6034,Patsy Smart,Patsy Smart,1.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6035,Lady Waddington,Kathleen Byron,1.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6036,Man In Pub,William Morgan Sheppard,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6037,Mrs. Anne Treves,Hannah Gordon,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6038,Alderman,Frederick Treves,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6039,Hodges,Richard Hunter,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6040,Messenger,Robert Lewis Bush,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6041,Cabman,Roy Evans,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6042,Cook,Joan Rhodes,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6043,Nurse Kathleen,Nula Conwell,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6044,Young Porter,Tony London,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6045,Milkman,Alfie Curtis,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6046,1st Fighting Woman,Bernadette Milnes,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6047,Tart,Carol Harrison,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6048,Broadneck,Hugh Manning,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6049,1st Committee Man,Dennis Burgess,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6050,Mrs. Kendal's Dresser,Fanny Carby,1.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6051,Lord Waddington,Gerald Case,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6052,Man With Whores,David Ryall,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6053,1st Whore,Deirdre Costello,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6054,2nd Whore,Pauline Quirke,1.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6055,Midget,Marcus Powell,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6056,Siamese Twin,Lesley Scoble,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6057,Japanese Bleeder,Eiji Kusuhara,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6058,Screaming Mum,Patricia Hodge,1.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6059,First Bobby,Tommy Wright,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6060,Second Bobby,Peter Davidson,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6061,King In Panto,John Rapley,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6062,Horse,Janie Kells,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6063,Merrick's Mother,Lydia Lisle,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6064,Lyra Box Player #1 (uncredited),Eric Bergren,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6065,Lyra Box Player #2 (uncredited),Christopher De Vore,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6066,Policeman (uncredited),Harry Fielder,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6067,Man in the Bowler Hat in the Mob Chasing Merrick (uncredited),David Lynch,2.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6068,Young aristocrat (uncredited),Ralph Morse,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6069,Injured Man (uncredited),Fred Wood,0.0,The Elephant Man,Drama,History,,1980-10-02,5000000.0,7.9,en
6070,Sethe,Oprah Winfrey,1.0,Beloved,Drama,Thriller,,1998-10-16,0.0,5.9,en
6071,Paul D Garner,Danny Glover,2.0,Beloved,Drama,Thriller,,1998-10-16,0.0,5.9,en
6072,Beloved,Thandie Newton,1.0,Beloved,Drama,Thriller,,1998-10-16,0.0,5.9,en
6073,Younger Sethe,Lisa Gay Hamilton,0.0,Beloved,Drama,Thriller,,1998-10-16,0.0,5.9,en
6074,Stamp Paid,Albert Hall,2.0,Beloved,Drama,Thriller,,1998-10-16,0.0,5.9,en
6075,Ella,Irma P. Hall,1.0,Beloved,Drama,Thriller,,1998-10-16,0.0,5.9,en
6076,Denver,Kimberly Elise,1.0,Beloved,Drama,Thriller,,1998-10-16,0.0,5.9,en
6077,"Baby Suggs, aka Grandma Baby",Beah Richards,1.0,Beloved,Drama,Thriller,,1998-10-16,0.0,5.9,en
6078,Grace,Vertamae Grosvenor,0.0,Beloved,Drama,Thriller,,1998-10-16,0.0,5.9,en
6079,Kurt Dussander,Ian McKellen,2.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6080,Todd Bowden,Brad Renfro,2.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6081,Edward French,David Schwimmer,2.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6082,Richard Bowden,Bruce Davison,2.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6083,Monica Bowden,Ann Dowd,1.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6084,Archie,Elias Koteas,2.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6085,Dan Richler,Joe Morton,2.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6086,Isaac Weiskopf,Jan Tříska,2.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6087,Joey,Joshua Jackson,2.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6088,Sociology Teacher,Mickey Cottrell,0.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6089,Nightmare Victim,Michael Reid MacKay,0.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6090,Victor Bowden,James Karen,2.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6091,Agnes Bowden,Marjorie Lovett,1.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6092,Gym Teacher,David Cooley,0.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6093,Teammate,Blake Anthony Tibbetts,0.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6094,Becky Trask,Heather McComb,0.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6095,Student,Katherine Malone,0.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6096,Secretary,Grace Sinden,0.0,Apt Pupil,Drama,Thriller,,1998-10-23,14000000.0,6.2,en
6097,David,Tobey Maguire,2.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6098,Jennifer,Reese Witherspoon,1.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6099,George Parker,William H. Macy,2.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6100,Betty Parker,Joan Allen,1.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6101,Bill Johnson,Jeff Daniels,2.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6102,TV Repairman,Don Knotts,2.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6103,Skip Martin,Paul Walker,2.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6104,David's Mother,Jane Kaczmarek,1.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6105,Big Bob,J.T. Walsh,2.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6106,Margaret Henderson,Marley Shelton,1.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6107,Howard,Giuseppe Andrews,2.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6108,Kimmy,Marissa Ribisi,1.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6109,Mark's Lackey #2,Jason Behr,2.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6110,Christin,Jenny Lewis,1.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6111,Basketball Hero,Marc Blucas,2.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6112,Betty Jean,Dawn Cody,1.0,Pleasantville,Fantasy,Drama,Comedy,1998-09-17,0.0,7.1,en
6113,Todd,Kurt Russell,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6114,Caine 607,Jason Scott Lee,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6115,Colonel Mekum,Jason Isaacs,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6116,Sandra,Connie Nielsen,1.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6117,Mace,Sean Pertwee,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6118,Church,Gary Busey,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6119,Riley,James Black,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6120,Goines,Mark De Alessandro,0.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6121,Romero,Vladimir Orlov,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6122,Jimmy Pig,Michael Chiklis,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6123,Johnny,Corbin Bleu,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6124,Angie,Sara Paxton,1.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6125,Todd -- Age 11,Wyatt Russell,0.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6126,Nathan,Jared Thorne,0.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6127,Rubrick,Mark Bringelson,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6128,Sloan,K. K. Dodds,0.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6129,Green,Carsten Norgaard,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6130,Chelsey,Duffy Gaver,0.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6131,Slade,Paul Dillon,2.0,Soldier,Action,War,Science Fiction,1998-10-23,75000000.0,6.1,en
6132,Derek Vinyard,Edward Norton,2.0,American History X,Drama,,,1998-10-30,20000000.0,8.2,en
6133,Danny Vinyard,Edward Furlong,2.0,American History X,Drama,,,1998-10-30,20000000.0,8.2,en
6134,Doris Vinyard,Beverly D'Angelo,1.0,American History X,Drama,,,1998-10-30,20000000.0,8.2,en
6135,Dr. Bob Sweeney,Avery Brooks,2.0,American History X,Drama,,,1998-10-30,20000000.0,8.2,en
6136,Davina Vinyard,Jennifer Lien,1.0,American History X,Drama,,,1998-10-30,20000000.0,8.2,en
6137,Seth Ryan,Ethan Suplee,2.0,American History X,Drama,,,1998-10-30,20000000.0,8.2,en
6138,Cameron Alexander,Stacy Keach,2.0,American History X,Drama,,,1998-10-30,20000000.0,8.2,en
